s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399,target
104,9,10,3,46,7,6,31,3,21,15,17,20,14,11,49,23,13,1,30,0,30,7,5,3,6,9,6,11,4,2,17,5,3,2,5,2,10,3,2,2,3,50,15,9,5,5,12,16,6,2,5,4,3,15,16,10,16,9,3,4,3,25,37,7,4,19,0,8,0,0,6,1,0,2,11,7,2,1,0,5,0,4,0,24,0,0,3,4,6,3,0,4,13,0,6,6,10,2,2,3,7,3,6,2,24,5,2,9,1,0,8,8,3,4,4,2,7,8,1,2,4,4,17,2,20,31,1,11,0,1,13,6,0,1,8,3,0,2,0,37,1,11,8,33,4,6,161,10,5,5,3,12,10,11,43,11,19,5,6,3,5,17,9,4,11,15,1,35,1,0,9,3,4,6,5,3,2,7,0,5,0,3,0,21,0,0,1,4,131,75,0,52,62,1,2,7,34,16,72,8,9,5,3,21,11,7,2,11,102,141,4,117,99,9,5,15,31,24,60,0,34,5,6,0,5,10,7,8,0,3,37,0,1,12,10,11,3,0,0,2,3,0,0,6,0,0,2,3,14,12,3,23,14,0,3,3,9,6,6,8,0,1,0,51,0,0,0,5,29,37,0,42,119,1,0,4,56,49,22,10,7,4,2,5,2,6,3,4,1,2,9,3,4,74,7,5,5,1,0,42,14,32,7,16,12,6,29,20,4,2,15,12,11,15,89,33,16,18,4,12,7,16,4,26,8,5,11,7,20,11,5,28,18,9,30,75,6,5,14,1,1,3,0,2,1,0,2,3,10,10,2,8,25,0,0,1,21,21,3,5,1,2,1,1,4,4,1,29,6,4,3,5,50,3,6,3,45,77,1,13,5,2,0,20,0,1,2,0,73,31,5,30,29,13,5,13,20,13,79,0
60,2,6,6,9,8,15,8,6,0,1,4,0,0,42,18,20,7,7,4,2,56,2,2,2,12,7,7,14,0,0,24,3,0,1,4,0,5,1,0,2,6,64,13,6,8,11,4,11,0,0,15,0,1,9,14,3,6,1,2,3,8,14,99,2,14,36,8,10,1,2,9,0,5,19,6,3,3,2,0,2,0,2,1,24,2,2,2,0,0,1,0,0,0,10,9,3,0,4,0,2,10,4,5,10,64,13,7,26,0,5,19,2,1,15,5,2,17,6,0,9,13,18,56,5,41,174,10,8,2,0,16,4,0,34,18,6,4,6,4,13,7,8,7,4,11,15,93,9,0,0,4,1,0,22,23,9,9,1,0,0,3,4,1,4,8,0,3,32,1,1,2,0,0,29,1,2,4,0,2,4,3,0,1,0,1,2,0,4,35,9,1,3,1,10,3,8,0,0,24,3,7,4,5,10,8,5,4,11,22,75,8,26,4,23,8,5,10,2,24,2,39,12,6,0,11,13,12,7,0,0,75,1,1,34,6,2,3,2,0,2,3,1,0,4,0,0,1,0,6,8,0,28,0,10,4,7,0,1,4,2,1,1,1,6,3,1,1,2,3,10,1,2,22,6,1,3,3,6,4,8,3,4,2,1,5,6,6,7,2,2,3,4,2,128,16,11,3,2,1,31,15,26,18,21,13,14,32,7,1,5,11,4,1,60,133,31,5,1,3,12,2,5,14,14,4,10,7,10,7,4,6,10,3,42,32,57,2,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,1,0,2,8,5,6,0,3,33,0,8,5,1,1,8,4,5,4,5,19,12,5,20,2,17,2,3,2,1,43,0
48,7,3,7,39,2,11,24,33,14,10,6,30,18,4,29,14,46,10,13,0,22,9,1,9,4,4,1,15,1,0,10,3,4,5,9,5,16,3,1,0,2,2,0,3,0,0,0,2,0,0,2,2,1,0,1,2,4,1,0,0,0,2,10,3,0,4,0,11,0,0,0,2,1,0,3,2,4,1,0,8,0,0,0,31,0,0,7,5,4,9,2,8,12,0,2,1,11,7,2,3,7,4,9,10,8,12,0,30,1,0,7,9,2,4,9,3,20,3,0,5,4,11,28,8,8,39,7,28,1,1,6,10,2,3,8,2,9,3,0,19,1,7,5,17,5,4,74,24,11,7,2,13,6,3,13,1,18,4,7,1,1,5,3,3,3,3,7,27,0,0,2,0,3,4,3,1,2,3,0,2,0,0,0,7,0,0,0,3,38,28,0,30,22,3,0,0,8,4,23,17,4,6,2,46,3,5,3,30,119,137,3,105,93,5,7,9,61,13,73,1,7,0,0,2,5,2,0,9,0,0,16,2,1,0,1,0,6,2,0,1,0,0,0,4,0,0,0,1,8,8,0,16,6,0,1,3,8,0,5,4,0,0,0,6,0,0,0,5,14,21,0,15,50,0,0,2,2,16,6,6,3,3,16,10,2,7,4,30,1,1,1,8,2,55,9,2,13,2,0,16,3,9,5,18,1,1,24,20,1,1,5,11,7,2,29,6,24,4,3,10,0,0,0,9,0,0,2,9,3,1,0,9,4,0,13,24,17,4,3,2,2,0,1,0,0,1,5,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,8,0,0,0,8,1,0,0,3,6,0,0,0,6,5,0,9,2,0,1,17,1,3,2,9,35,31,3,28,32,0,4,6,28,15,39,0
33,8,7,4,3,13,6,7,7,8,7,10,7,5,3,21,10,14,7,9,0,30,6,6,0,18,6,2,8,1,2,20,12,0,0,9,4,1,1,1,0,12,51,22,8,13,14,16,18,0,2,8,4,0,0,17,5,0,2,2,0,3,17,30,0,12,10,9,5,0,0,3,0,0,0,10,7,0,1,1,0,0,0,0,6,0,0,0,0,1,2,0,1,2,0,0,0,2,0,2,1,8,15,10,0,63,23,3,12,0,3,14,3,1,2,4,8,15,1,1,2,12,14,25,0,41,67,6,4,0,0,13,1,0,4,9,8,0,0,0,5,9,22,11,2,3,9,44,10,0,0,12,0,2,1,14,4,6,0,7,0,0,5,11,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,4,7,3,0,3,3,1,7,31,29,1,24,5,0,3,4,4,6,27,3,8,8,3,20,11,4,0,3,22,102,6,34,8,6,4,10,9,6,21,3,29,19,6,4,41,27,0,8,1,0,57,12,0,1,17,10,6,11,1,1,1,0,0,1,8,3,0,2,4,10,2,17,0,0,1,4,0,0,2,1,2,10,2,1,1,0,0,15,5,13,0,7,43,0,1,1,5,31,5,2,12,6,11,14,9,4,4,8,1,1,8,2,3,69,15,4,6,1,0,11,19,18,30,4,24,31,11,8,4,2,12,4,4,9,66,23,0,3,2,12,9,23,4,15,17,6,1,21,2,4,12,1,3,6,28,42,5,3,5,1,3,0,0,1,3,0,0,4,0,1,2,1,7,0,0,0,4,6,0,2,2,5,2,2,5,4,0,9,1,1,2,3,13,0,4,8,9,18,0,9,7,0,2,13,8,1,1,3,29,27,3,15,9,5,7,15,3,10,35,0
7,2,1,0,0,0,0,4,3,1,5,1,0,0,2,4,2,0,0,1,0,16,1,1,0,5,3,7,7,0,0,6,0,2,1,3,2,7,4,0,0,5,36,14,0,1,3,0,8,0,0,5,0,0,0,8,5,0,4,1,0,2,5,31,0,1,2,3,0,0,0,3,0,1,5,2,0,0,0,0,0,0,0,0,5,0,0,0,0,4,2,0,0,1,1,0,0,0,0,2,1,6,2,3,0,15,8,0,4,0,0,10,1,4,4,0,0,4,0,0,1,8,12,6,0,9,28,0,6,0,0,3,0,3,4,3,0,0,2,0,0,2,3,3,0,2,0,26,0,1,0,2,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,11,2,0,0,2,0,0,0,1,0,4,1,1,0,0,1,2,0,0,4,0,34,19,0,15,21,4,3,3,0,5,20,4,3,3,1,2,1,0,0,4,26,39,3,21,10,1,0,1,4,1,19,0,13,12,7,0,15,9,2,5,1,2,36,2,0,13,5,4,4,0,0,2,0,2,0,0,1,0,0,0,3,4,1,9,1,1,0,3,0,0,1,6,1,2,0,0,0,0,4,3,11,13,0,8,65,0,2,1,5,17,4,1,1,1,4,0,7,1,1,4,1,5,0,0,2,33,3,2,3,0,1,6,1,13,11,4,4,11,8,6,2,2,5,2,8,17,39,18,3,1,0,7,2,0,1,0,4,3,4,3,2,2,1,4,4,0,8,27,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,3,0,0,19,1,0,4,2,22,2,3,0,10,29,0,2,0,1,0,0,1,0,0,1,17,13,0,6,5,4,0,7,0,4,15,0
53,13,10,9,11,9,12,14,14,4,0,8,4,3,18,21,5,2,3,10,4,195,23,28,4,64,28,8,36,6,5,53,11,2,35,18,9,8,6,4,0,29,128,47,1,24,17,10,42,1,2,16,1,5,20,28,10,5,12,1,3,10,48,161,10,15,43,12,27,0,1,10,7,2,26,37,15,6,3,1,5,1,3,6,38,8,7,1,7,5,7,1,7,7,6,18,13,9,2,4,3,48,26,12,4,103,30,5,38,4,10,32,23,13,23,21,18,11,12,7,10,16,30,61,3,57,163,0,33,0,0,19,6,3,17,19,8,1,3,2,11,22,30,16,8,14,8,172,21,4,2,4,2,4,34,30,4,8,3,4,1,29,20,11,3,23,27,7,81,7,7,17,4,9,5,8,3,6,17,8,3,7,9,4,14,3,2,0,9,103,53,4,32,21,11,1,7,15,13,65,3,25,9,6,15,8,5,0,16,61,240,12,78,52,14,13,12,34,35,42,7,86,15,14,12,40,36,5,26,9,4,126,7,3,9,20,12,4,5,6,0,6,1,0,3,0,0,0,1,11,23,8,25,4,1,2,1,3,4,7,1,0,1,1,3,0,3,0,4,7,25,0,26,66,2,7,2,31,27,7,8,12,2,14,10,14,20,2,16,3,0,3,6,4,156,18,6,15,3,3,12,20,30,21,23,28,15,9,32,4,2,11,5,0,17,92,33,11,5,6,11,13,15,22,18,19,12,4,22,10,6,6,16,6,21,48,128,12,9,13,1,4,1,0,2,4,0,0,10,3,6,9,3,19,2,0,2,12,20,0,1,12,7,6,4,13,6,0,26,6,12,11,21,56,2,5,5,20,88,8,17,11,4,8,24,12,4,1,9,99,48,10,28,21,19,10,15,14,3,133,0
206,24,20,22,50,45,50,46,26,4,6,22,20,6,116,136,47,16,1,6,9,301,12,13,11,97,50,4,58,1,1,120,12,1,50,51,6,26,4,1,2,16,111,23,12,20,10,9,22,3,0,16,3,1,28,47,12,4,0,3,3,19,64,316,4,48,167,25,33,0,0,17,6,0,72,54,16,4,0,1,12,5,6,3,57,5,4,1,8,6,7,3,1,4,18,25,9,8,9,8,7,61,17,26,15,221,81,10,70,0,6,45,11,1,57,56,19,26,6,0,12,40,33,177,6,112,422,10,53,1,1,43,6,2,90,78,20,11,5,1,16,20,20,29,12,24,35,168,20,4,3,15,10,0,78,82,13,8,0,7,8,20,25,10,12,52,28,3,122,0,2,18,2,6,40,27,5,6,18,0,7,9,7,2,17,4,2,1,9,136,54,4,40,20,29,13,17,12,0,75,20,28,9,3,22,43,34,5,27,72,239,26,128,56,116,35,21,32,13,51,7,222,41,14,12,98,57,5,67,1,4,341,12,1,100,56,16,7,3,2,5,1,4,1,8,12,3,1,5,21,35,3,73,11,17,10,15,10,3,19,2,7,1,0,20,4,9,1,17,13,14,1,9,130,13,10,2,12,43,6,14,23,15,20,3,48,33,15,47,1,2,15,17,5,525,95,27,14,4,3,57,47,56,43,56,54,57,36,55,4,6,24,15,4,149,430,94,11,3,9,30,18,26,11,10,30,23,22,20,4,1,8,8,6,78,103,154,2,6,10,0,3,4,4,3,0,0,0,6,2,0,1,6,2,3,3,0,24,9,1,1,1,3,2,12,5,3,1,43,1,2,2,3,58,14,6,3,15,87,3,24,11,5,3,24,17,13,2,9,63,34,11,43,9,80,41,30,11,11,115,0
135,5,22,13,33,21,9,16,15,19,6,10,10,2,72,103,75,14,2,26,4,184,14,0,14,40,18,2,25,1,0,78,3,2,28,28,26,14,8,1,4,7,56,15,3,12,9,6,14,0,0,4,4,1,8,21,21,5,4,0,2,3,36,141,4,19,64,2,18,0,1,7,5,1,10,9,7,3,0,0,6,2,5,0,29,3,1,1,3,1,1,1,6,1,4,11,7,18,2,3,2,16,15,12,4,119,27,3,38,2,5,16,10,4,38,34,26,5,5,4,7,8,20,44,12,39,116,4,4,0,1,12,1,2,37,25,17,4,6,1,30,13,32,8,11,9,3,178,15,1,0,10,2,3,54,70,54,9,2,1,1,16,16,6,1,20,5,3,83,3,1,13,7,2,25,12,8,7,10,1,8,0,2,0,9,2,1,1,3,87,26,0,31,10,19,11,22,0,1,68,17,16,7,2,32,17,1,5,11,92,207,10,86,35,72,30,55,8,19,66,6,73,11,5,10,32,21,3,23,1,3,144,14,0,26,28,28,7,3,0,5,0,0,1,5,5,2,0,1,12,20,0,49,2,9,5,8,0,6,9,0,3,1,0,5,2,1,0,14,9,11,3,8,53,10,5,5,20,21,4,11,5,12,13,8,21,10,5,24,1,2,15,6,1,353,51,51,5,0,5,60,17,67,15,17,28,13,36,23,2,0,17,6,4,121,293,153,7,6,4,47,6,20,11,18,20,7,18,13,4,7,10,15,3,86,117,202,22,5,10,0,0,0,3,0,1,2,0,3,0,0,1,2,7,2,0,0,0,6,2,0,1,2,1,3,0,0,1,2,0,0,0,0,6,1,2,0,0,8,0,25,1,5,7,13,7,6,6,8,88,35,0,50,17,41,20,36,7,7,149,0
80,13,9,10,58,8,14,37,24,19,13,3,19,11,36,40,20,22,13,16,1,111,15,17,15,29,25,2,55,0,4,43,16,5,16,13,10,37,15,0,0,8,33,31,5,9,15,10,18,0,0,8,2,2,13,11,3,6,4,0,3,3,30,120,8,18,43,10,36,0,1,8,6,3,11,15,9,17,4,1,4,4,1,3,19,4,3,0,5,2,0,1,1,3,1,1,0,5,4,1,6,26,17,24,18,64,40,3,30,0,0,20,9,3,18,11,6,18,7,3,9,28,30,72,14,52,162,10,52,2,2,27,13,4,28,16,10,14,15,1,27,16,23,29,40,11,17,155,52,5,8,14,22,20,30,29,8,47,7,5,2,13,7,2,4,11,8,4,31,0,0,1,3,4,1,2,1,10,12,0,3,8,8,2,37,8,5,4,16,118,59,5,53,47,14,4,7,64,21,69,6,27,10,4,91,19,7,5,55,144,290,19,204,153,40,9,21,123,52,90,2,44,14,8,17,18,12,3,35,1,0,54,20,5,18,13,6,22,6,0,1,3,1,4,11,8,8,0,14,25,24,3,63,16,1,1,1,33,13,15,4,2,5,0,35,3,1,2,17,32,33,1,44,174,12,2,4,77,80,16,4,13,19,17,33,12,18,4,69,5,3,13,14,7,251,22,3,31,18,4,32,12,26,21,39,19,24,21,53,1,3,13,25,10,28,85,43,33,24,4,19,13,13,13,28,16,9,8,27,9,9,11,15,10,20,32,71,42,10,12,0,4,0,0,7,2,0,1,8,0,0,2,3,16,4,1,1,7,11,1,0,2,9,1,16,5,2,0,47,5,2,2,13,54,3,3,0,35,72,1,24,16,5,3,69,9,5,8,28,108,55,11,69,41,23,10,25,43,14,126,0
115,25,7,0,6,20,10,7,4,0,0,88,5,2,80,36,28,0,9,4,2,17,0,0,0,2,1,0,8,0,1,12,0,2,3,2,1,0,1,0,1,1,7,0,5,1,0,0,3,1,1,3,0,0,1,1,0,3,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,0,8,18,0,2,0,0,8,2,0,4,0,2,0,0,0,12,5,2,0,0,2,2,42,3,0,0,18,0,0,6,5,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,1,2,1,0,0,0,0,7,2,6,0,0,0,1,0,3,1,21,27,3,8,3,0,0,0,0,0,7,26,110,11,2,2,24,18,0,5,0,0,245,4,0,48,20,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,7,0,0,0,4,3,0,2,0,0,32,1,0,85,13,5,0,0,1,13,15,8,4,5,2,4,3,3,0,4,19,4,0,10,42,10,0,1,0,13,8,2,0,0,2,2,0,4,1,2,22,3,0,9,12,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,2,3,0,0,0,0,1,0,2,0,12,7,4,3,0,5,5,3,0,6,22,0
42,5,9,3,0,5,7,9,13,4,5,6,5,3,21,19,13,3,3,5,1,80,8,3,4,25,7,0,20,0,4,38,2,4,3,3,1,4,9,1,0,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,44,0,12,20,4,6,2,3,4,0,2,4,5,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,8,6,8,0,20,16,0,10,0,0,6,2,0,4,2,2,0,1,0,0,0,0,8,0,4,8,0,1,0,0,4,0,0,0,2,0,0,0,0,9,7,7,7,0,6,8,36,10,2,0,3,0,0,14,8,4,0,0,4,1,2,2,0,0,5,1,0,12,0,0,2,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,7,5,0,1,0,5,0,0,0,2,4,4,4,5,0,4,13,3,0,18,51,141,2,54,31,4,3,2,3,2,33,0,8,1,0,0,3,1,2,6,0,1,7,0,0,1,0,0,0,0,0,0,3,1,0,0,2,1,0,7,3,8,2,19,6,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,5,6,2,3,2,3,1,9,2,0,2,1,0,87,9,3,3,0,1,5,13,13,0,13,7,0,3,7,2,1,6,3,4,16,31,15,0,0,2,3,4,4,4,0,0,3,0,8,0,0,0,3,6,10,9,20,0,6,1,1,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,7,0,14,3,1,0,0,2,0,1,4,10,9,2,6,5,5,9,9,6,5,21,0
118,16,9,12,57,14,16,46,28,61,40,15,34,38,31,58,29,38,19,54,6,102,21,16,9,37,28,3,47,9,5,61,9,4,11,9,2,26,5,5,3,3,41,7,3,2,4,1,15,2,1,6,4,0,6,11,3,3,1,3,3,7,27,82,2,12,33,15,10,0,0,8,2,3,17,13,7,13,6,1,24,8,4,1,60,4,3,11,3,4,7,3,8,10,6,14,10,7,1,11,4,31,14,11,2,56,20,2,27,1,3,27,5,6,29,19,5,8,3,0,2,22,9,25,6,17,43,8,18,2,2,16,3,0,6,8,0,7,3,3,33,17,22,20,9,2,17,167,22,4,3,11,5,16,16,25,5,16,12,3,1,10,10,5,3,14,6,4,44,0,0,13,2,5,1,5,0,15,18,0,3,0,1,2,6,2,3,0,3,70,37,0,36,10,9,0,3,19,5,53,23,16,8,3,56,14,7,1,33,186,242,8,144,143,21,5,9,92,45,110,3,38,9,7,4,17,10,0,13,0,0,40,3,3,9,5,0,15,1,2,4,2,1,0,2,1,0,0,1,22,24,1,33,21,6,4,4,18,1,13,6,2,0,4,16,1,4,3,21,34,30,0,18,103,7,1,3,38,46,24,6,13,5,7,9,3,8,9,15,5,4,13,5,10,115,15,3,10,2,1,49,18,26,32,23,11,16,25,17,9,4,18,11,10,13,112,39,10,7,11,24,12,10,16,20,11,11,5,14,18,8,8,21,6,2,38,70,15,3,21,1,2,0,0,3,1,0,1,0,0,1,1,4,8,3,2,0,6,4,0,0,1,6,2,2,3,4,0,7,5,9,1,4,39,0,0,1,19,45,3,14,0,1,2,27,2,3,0,9,169,96,2,67,56,16,8,19,39,20,163,0
422,51,61,71,158,73,84,68,55,39,30,59,63,18,86,192,77,41,30,67,24,395,31,20,31,156,71,18,100,1,8,237,17,8,74,40,27,33,23,1,13,20,88,43,32,22,21,11,21,0,1,19,5,1,11,34,19,10,9,1,12,23,60,299,30,45,143,20,43,0,1,34,4,0,41,38,11,2,8,0,19,12,12,9,168,12,7,6,25,14,23,16,25,12,22,52,21,24,35,9,22,159,38,75,29,358,148,20,162,5,13,144,17,4,63,44,25,39,8,9,17,68,58,196,23,154,425,18,62,3,7,118,18,4,71,60,29,32,9,1,66,41,40,46,65,47,58,269,37,4,11,44,8,6,61,80,37,38,22,6,6,33,24,11,26,56,13,11,133,3,11,30,5,15,15,27,9,30,28,4,15,7,8,3,21,7,7,3,19,118,87,10,51,21,27,17,29,18,11,85,41,43,10,18,172,52,36,7,81,298,977,32,375,219,77,36,67,129,105,233,13,136,35,26,26,68,63,19,42,2,3,253,9,1,51,31,24,24,6,2,4,1,3,0,7,3,0,0,0,12,23,1,47,4,1,4,5,13,1,8,2,4,1,7,35,7,0,2,21,27,73,5,43,251,17,13,7,43,102,17,21,39,22,27,35,37,40,15,38,12,16,46,14,10,474,58,34,20,8,14,109,68,79,78,149,78,68,70,84,15,15,84,40,18,164,348,93,86,24,13,73,24,27,26,70,42,45,16,41,21,15,41,25,6,79,115,200,24,13,35,1,7,0,2,17,5,1,1,13,0,6,9,6,22,3,3,2,39,23,1,10,9,2,2,40,9,6,1,61,11,15,4,11,74,6,7,2,32,124,7,63,11,8,8,63,19,21,11,18,143,127,24,63,41,62,35,50,26,17,234,0
